Thickness	P (Bar)	T_30_60_2	T_40_60_2	T_50_60_2	T_60_60_2	T_70_60_2	T_80_60_2
65 	20703 	251 	483 	716 	948 	1181 	1413 
66 	21021 	251 	486 	721 	956 	1191 	1426 
67 	21340 	252 	489 	727 	964 	1202 	1439 
68 	21658 	252 	492 	732 	972 	1212 	1452 
69 	21977 	253 	495 	738 	980 	1223 	1465 
70 	22295 	253 	498 	743 	988 	1233 	1478 
71 	22614 	254 	501 	749 	996 	1244 	1491 
72 	22932 	254 	504 	754 	1004 	1254 	1504 
73 	23251 	255 	507 	760 	1012 	1265 	1517 
74 	23569 	255 	510 	765 	1020 	1275 	1530 
75 	23888 	256 	513 	771 	1028 	1286 	1543 
76 	24206 	256 	516 	776 	1036 	1296 	1556 
77 	24525 	256 	519 	781 	1044 	1306 	1569 
78 	24843 	257 	522 	787 	1052 	1317 	1582 
79 	25162 	257 	525 	792 	1060 	1327 	1595 
80 	25480 	258 	528 	798 	1068 	1338 	1608 
81 	25799 	258 	531 	803 	1076 	1348 	1621 
82 	26117 	259 	534 	809 	1084 	1359 	1634 
83 	26436 	259 	537 	814 	1092 	1369 	1647 
84 	26754 	260 	540 	820 	1100 	1380 	1660 
85 	27073 	260 	543 	825 	1108 	1390 	1673 
86 	27391 	260 	545 	830 	1115 	1400 	1685 
87 	27710 	261 	548 	836 	1123 	1411 	1698 
88 	28028 	261 	551 	841 	1131 	1421 	1711 
89 	28347 	262 	554 	847 	1139 	1432 	1724 
90 	28665 	262 	557 	852 	1147 	1442 	1737 
91 	28984 	263 	560 	858 	1155 	1453 	1750 
92 	29302 	263 	563 	863 	1163 	1463 	1763 
93 	29621 	263 	566 	868 	1171 	1473 	1776 
94 	29939 	264 	569 	874 	1179 	1484 	1789 
95 	30258 	264 	572 	879 	1187 	1494 	1802 
96 	30576 	265 	575 	885 	1195 	1505 	1815 
97 	30895 	265 	578 	890 	1203 	1515 	1828 
98 	31213 	266 	581 	896 	1211 	1526 	1841 
99 	31532 	266 	583 	901 	1218 	1536 	1853 
100 	31850 	266 	586 	906 	1226 	1546 	1866 
101 	32169 	267 	589 	912 	1234 	1557 	1879 
102 	32487 	267 	592 	917 	1242 	1567 	1892 
103 	32806 	267 	595 	922 	1250 	1577 	1905 
104 	33124 	268 	598 	928 	1258 	1588 	1918 
105 	33443 	268 	601 	933 	1266 	1598 	1931 
106 	33761 	269 	604 	939 	1274 	1609 	1944 
107 	34080 	269 	607 	944 	1282 	1619 	1957 
108 	34398 	269 	609 	949 	1289 	1629 	1969 
109 	34717 	270 	612 	955 	1297 	1640 	1982 
110 	35035 	270 	615 	960 	1305 	1650 	1995 
111 	35354 	271 	618 	966 	1313 	1661 	2008 
112 	35672 	271 	621 	971 	1321 	1671 	2021 
113 	35991 	271 	624 	976 	1329 	1681 	2034 
114 	36309 	272 	627 	982 	1337 	1692 	2047 
115 	36628 	272 	629 	987 	1344 	1702 	2059 
116 	36946 	272 	632 	992 	1352 	1712 	2072 
117 	37265 	273 	635 	998 	1360 	1723 	2085 
118 	37583 	273 	638 	1003 	1368 	1733 	2098 
119 	37902 	273 	641 	1008 	1376 	1743 	2111 
120 	38220 	274 	644 	1014 	1384 	1754 	2124 
121 	38539 	274 	647 	1019 	1392 	1764 	2137 
122 	38857 	274 	649 	1024 	1399 	1774 	2149 
123 	39176 	275 	652 	1030 	1407 	1785 	2162 
124 	39494 	275 	655 	1035 	1415 	1795 	2175 
125 	39813 	275 	658 	1040 	1423 	1805 	2188 
126 	40131 	276 	661 	1046 	1431 	1816 	2201 
127 	40450 	276 	664 	1051 	1439 	1826 	2214 
128 	40768 	276 	666 	1056 	1446 	1836 	2226 
129 	41087 	277 	669 	1062 	1454 	1847 	2239 
130 	41405 	277 	672 	1067 	1462 	1857 	2252 
131 	41724 	277 	675 	1072 	1470 	1867 	2265 
132 	42042 	278 	678 	1078 	1478 	1878 	2278 
133 	42361 	278 	681 	1083 	1486 	1888 	2291 
134 	42679 	278 	683 	1088 	1493 	1898 	2303 
135 	42998 	279 	686 	1094 	1501 	1909 	2316 
136 	43316 	279 	689 	1099 	1509 	1919 	2329 
137 	43635 	279 	692 	1104 	1517 	1929 	2342 
138 	43953 	280 	695 	1110 	1525 	1940 	2355 
139 	44272 	280 	697 	1115 	1532 	1950 	2367 
140 	44590 	280 	700 	1120 	1540 	1960 	2380 
141 	44909 	280 	703 	1125 	1548 	1970 	2393 
142 	45227 	281 	706 	1131 	1556 	1981 	2406 
143 	45546 	281 	709 	1136 	1564 	1991 	2419 
144 	45864 	281 	711 	1141 	1571 	2001 	2431 
145 	46183 	282 	714 	1147 	1579 	2012 	2444 
146 	46501 	282 	717 	1152 	1587 	2022 	2457 
147 	46820 	282 	720 	1157 	1595 	2032 	2470 
148 	47138 	283 	723 	1163 	1603 	2043 	2483 
149 	47457 	283 	725 	1168 	1610 	2053 	2495 
150 	47775 	283 	728 	1173 	1618 	2063 	2508 
151 	48094 	283 	731 	1178 	1626 	2073 	2521 
152 	48412 	284 	734 	1184 	1634 	2084 	2534 
153 	48731 	284 	736 	1189 	1641 	2094 	2546 
154 	49049 	284 	739 	1194 	1649 	2104 	2559 
155 	49368 	284 	742 	1199 	1657 	2114 	2572 
156 	49686 	285 	745 	1205 	1665 	2125 	2585 
157 	50005 	285 	747 	1210 	1672 	2135 	2597 
158 	50323 	285 	750 	1215 	1680 	2145 	2610 
159 	50642 	285 	753 	1220 	1688 	2155 	2623 
160 	50960 	286 	756 	1226 	1696 	2166 	2636 
161 	51279 	286 	758 	1231 	1703 	2176 	2648 
162 	51597 	286 	761 	1236 	1711 	2186 	2661 
163 	51916 	286 	764 	1241 	1719 	2196 	2674 
164 	52234 	287 	767 	1247 	1727 	2207 	2687 
165 	52553 	287 	769 	1252 	1734 	2217 	2699 
166 	52871 	287 	772 	1257 	1742 	2227 	2712 
167 	53190 	287 	775 	1262 	1750 	2237 	2725 
168 	53508 	288 	778 	1268 	1758 	2248 	2738 
169 	53827 	288 	780 	1273 	1765 	2258 	2750 
170 	54145 	288 	783 	1278 	1773 	2268 	2763 
171 	54464 	288 	786 	1283 	1781 	2278 	2776 
172 	54782 	288 	788 	1288 	1788 	2288 	2788 
173 	55101 	289 	791 	1294 	1796 	2299 	2801 
174 	55419 	289 	794 	1299 	1804 	2309 	2814 
175 	55738 	289 	797 	1304 	1812 	2319 	2827 
176 	56056 	289 	799 	1309 	1819 	2329 	2839 
177 	56375 	289 	802 	1314 	1827 	2339 	2852 
178 	56693 	290 	805 	1320 	1835 	2350 	2865 
179 	57012 	290 	807 	1325 	1842 	2360 	2877 
180 	57330 	290 	810 	1330 	1850 	2370 	2890 
181 	57649 	290 	813 	1335 	1858 	2380 	2903 
182 	57967 	290 	815 	1340 	1865 	2390 	2915 
183 	58286 	291 	818 	1346 	1873 	2401 	2928 
184 	58604 	291 	821 	1351 	1881 	2411 	2941 
185 	58923 	291 	824 	1356 	1889 	2421 	2954 
186 	59241 	291 	826 	1361 	1896 	2431 	2966 
187 	59560 	291 	829 	1366 	1904 	2441 	2979 
188 	59878 	292 	832 	1372 	1912 	2452 	2992 
189 	60197 	292 	834 	1377 	1919 	2462 	3004 
190 	60515 	292 	837 	1382 	1927 	2472 	3017 
191 	60834 	292 	840 	1387 	1935 	2482 	3030 
192 	61152 	292 	842 	1392 	1942 	2492 	3042 
193 	61471 	292 	845 	1397 	1950 	2502 	3055 
194 	61789 	293 	848 	1403 	1958 	2513 	3068 
195 	62108 	293 	850 	1408 	1965 	2523 	3080 
196 	62426 	293 	853 	1413 	1973 	2533 	3093 
197 	62745 	293 	856 	1418 	1981 	2543 	3106 
198 	63063 	293 	858 	1423 	1988 	2553 	3118 
199 	63382 	293 	861 	1428 	1996 	2563 	3131 
200 	63700 	294 	864 	1434 	2004 	2574 	3144 
